customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
0275-BBPUV,2020-09-20,Organic,2021-09-20,Standard,Annual,,,14.42,1110,6,0,liam,India,Rajasthan,Male,1973-11-07 11:31:26,2026-05-20,N,86.0,2.0
5128-DYAAT,2022-07-09,Organic,2022-08-08,Basic,Monthly,2022-08-05,Switched to competitor,6.26,319,83,1,krishna,India,Maharashtra,Female,1963-03-22 11:31:26,,,,
9973-MDBBH,2025-10-06,Organic,2025-11-05,Standard,Monthly,,,14.69,719,21,0,janya,India,Rajasthan,Female,1986-05-25 11:31:26,,,,
7536-CJWMP,2025-11-21,Paid,2026-11-21,Premium,Annual,,,28.62,1116,63,0,falguni,India,Telangana,Female,1959-08-23 11:31:26,,,,
9433-RRIMJ,2023-01-15,Paid,2023-02-14,Standard,Monthly,,,16.24,682,37,0,aarnav,India,Uttar Pradesh,Male,1984-02-26 11:31:26,2026-08-15,N,75.0,2.0
2642-WILUH,2020-10-30,Paid,2020-11-29,Premium,Monthly,2021-03-09,Forgot to cancel trial,45.25,2534,93,1,yashawini,India,Delhi,Female,1977-06-28 11:31:26,2025-09-13,N,60.0,2.0
1981-RATFA,2023-03-29,Paid,2023-04-28,Standard,Monthly,,,15.36,1013,35,0,chavvi,India,Maharashtra,Female,1978-05-06 11:31:26,2025-02-12,N,83.0,1.0
2547-EEMKJ,2024-08-15,Refferal,2025-08-15,Standard,Annual,,,15.81,1122,22,0,abeer,India,Meghalaya,Male,1969-05-21 11:31:26,,,,
2254-WTELB,2026-02-05,Paid,2026-03-07,Standard,Monthly,2026-05-12,Poor streaming quality,11.12,867,84,1,tanvi,Nepal,Kathmandu,Female,1965-11-12 11:31:26,,,,
1969-EBPNS,2022-09-12,Paid,2022-10-12,Premium,Monthly,,,86.46,3631,6,0,ekaja,India,Nagaland,Female,2000-09-05 11:31:26,,,,
7117-INNLU,2024-05-12,Paid,2024-06-11,Premium,Monthly,,,66.01,3696,36,0,kashvi,Nepal,Kathmandu,Female,1962-10-09 11:31:26,,,,
4396-RRWIW,2020-09-23,Refferal,2020-10-23,Premium,Monthly,,,25.43,1525,26,0,chakradev,Nepal,Kathmandu,Male,1998-08-16 11:31:26,,,,
0710-MHPOO,2021-07-26,Paid,2022-07-26,Premium,Annual,,,50.87,813,55,0,niharika,India,Telangana,Female,1964-06-08 11:31:26,2025-07-22,N,63.0,1.0
5834-TEWEK,2026-04-02,Refferal,2027-04-02,Standard,Annual,,,12.99,1104,53,0,amaira,India,Karnataka,Female,1992-11-29 11:31:26,2025-07-26,Y,36.0,2.0
0020-SRESA,2021-09-13,Refferal,2022-09-13,Basic,Annual,2022-01-31,Not enough content,9.22,617,92,1,samaksh,India,Nagaland,Male,1997-03-17 11:31:26,2026-05-20,N,55.0,2.0
4584-VKUBB,2025-08-01,Paid,2026-08-01,Premium,Annual,,,40.56,1135,38,0,aachal,India,Uttar Pradesh,Female,1962-08-31 11:31:26,2026-06-05,Y,39.0,2.0
8185-FVGQU,2023-09-09,Paid,2023-10-09,Premium,Monthly,2026-01-08,Forgot to cancel trial,69.88,2026,76,1,ojas,Nepal,Kathmandu,Male,1993-08-17 11:31:26,2026-02-22,Y,30.0,2.0
7676-VUVLN,2025-03-02,Paid,2026-03-02,Premium,Annual,,,18.42,1270,51,0,hemang,India,Meghalaya,Male,1983-09-20 11:31:26,2024-10-19,N,78.0,1.0
4648-GHXDU,2024-11-13,Paid,2025-11-13,Standard,Annual,2026-04-13,Switched to competitor,12.24,208,91,1,oviya,India,Meghalaya,Female,1962-07-20 11:31:26,,,,
4197-ELSIH,2023-08-06,Paid,2023-09-05,Premium,Monthly,,,56.22,2192,13,0,ayaan,India,Nagaland,Male,1979-11-04 11:31:26,2026-06-17,N,64.0,1.0
3018-YEYGK,2025-09-28,Paid,2026-09-28,Premium,Annual,2026-01-04,Too expensive,69.49,1737,97,1,rajata,India,Meghalaya,Female,1966-08-13 11:31:26,,,,
2624-ZXAHQ,2022-11-03,Paid,2022-12-03,Premium,Monthly,2023-01-24,Switched to competitor,45.96,1424,73,1,dayamai,India,Delhi,Female,1960-12-03 11:31:26,2025-07-27,Y,16.0,1.0
6807-OQEWN,2022-09-27,Refferal,2023-09-27,Standard,Annual,,,14.85,831,18,0,anusha,India,Karnataka,Female,1999-09-19 11:31:26,,,,
9772-KMMII,2024-05-13,Paid,2025-05-13,Standard,Annual,,,15.87,301,41,0,harita,India,Karnataka,Female,2005-06-16 11:31:26,2026-01-18,N,74.0,1.0
4838-PMAJZ,2021-06-07,Paid,2022-06-07,Basic,Annual,,,9.7,484,65,0,ishani,India,Meghalaya,Female,1995-02-21 11:31:26,,,,
0287-LUJFG,2022-01-04,Paid,2023-01-04,Standard,Annual,2023-09-24,Poor streaming quality,16.71,1102,71,1,oliver,Nepal,Kathmandu,Male,1985-11-11 11:31:26,2024-11-12,N,73.0,1.0
7090-CHXRF,2024-11-16,Paid,2024-12-16,Premium,Monthly,,,30.37,1305,62,0,william,Nepal,Kathmandu,Male,1991-03-06 11:31:26,,,,
3493-TQRPN,2024-12-19,Refferal,2025-12-19,Basic,Annual,,,8.09,582,15,0,jagrati,India,Karnataka,Female,2002-11-11 11:31:26,2026-02-28,N,56.0,1.0
4149-GCODT,2022-08-31,Paid,2022-09-30,Premium,Monthly,2024-03-24,Switched to competitor,52.66,4634,72,1,oeshi,India,Karnataka,Female,1998-07-30 11:31:26,,,,
9597-PSSNI,2023-07-14,Paid,2024-07-13,Standard,Annual,2025-06-01,Forgot to cancel trial,11.48,998,90,1,kiaan,India,Uttar Pradesh,Male,1991-09-20 11:31:26,,,,
3582-QACTI,2022-03-26,Organic,2022-04-25,Standard,Monthly,,,11.21,381,37,0,udyati,India,Karnataka,Female,1967-02-23 11:31:26,,,,
4252-ROSYL,2022-10-12,Paid,2022-11-11,Basic,Monthly,2024-10-31,Poor streaming quality,7.06,120,76,1,azad,India,Nagaland,Male,1986-09-26 11:31:26,2025-07-17,N,74.0,1.0
8654-EWONV,2023-09-01,Organic,2024-08-31,Standard,Annual,2025-11-01,Switched to competitor,12.04,710,89,1,yamini,India,Karnataka,Female,1994-04-01 11:31:26,,,,
3346-TBKMF,2023-05-05,Organic,2024-05-04,Premium,Annual,,,71.05,4973,13,0,darsh,India,Nagaland,Male,1966-08-20 11:31:26,,,,
8305-HTXNZ,2023-03-28,Refferal,2023-04-27,Basic,Monthly,,,8.04,160,10,0,madhav,India,Telangana,Male,1967-04-06 11:31:26,2025-05-17,N,76.0,1.0
7200-NITHL,2021-09-20,Refferal,2021-10-20,Premium,Monthly,,,19.61,1274,65,0,bachittar,India,Nagaland,Male,1991-09-28 11:31:26,2026-05-29,N,68.0,1.0
3101-WNLNR,2021-02-05,Refferal,2022-02-05,Standard,Annual,2023-04-04,Not enough content,12.5,875,82,1,caleb,India,Telangana,Male,,2026-06-08,N,75.0,1.0
9042-RCXDR,2026-02-23,Organic,2026-03-25,Premium,Monthly,2026-07-25,Poor streaming quality,79.12,6883,92,1,maanas,India,Maharashtra,Male,1973-02-10 11:31:26,,,,
8165-SXCGI,2021-04-07,Refferal,2021-05-07,Standard,Monthly,,,15.99,287,7,0,brinda,India,Nagaland,Female,1998-12-15 11:31:26,2025-03-10,N,70.0,1.0
4376-SRXBS,2023-06-29,Refferal,2023-07-29,Basic,Monthly,,,8.31,698,56,0,ethan,India,Karnataka,Male,1963-12-09 11:31:26,2026-05-22,Y,17.0,1.0
0315-SFGFG,2022-04-28,Paid,2022-05-28,Premium,Monthly,,,63.43,4313,8,0,advay,India,Nagaland,Male,1992-12-25 11:31:26,,,,
5235-NNQAS,2023-05-13,Paid,2023-06-12,Premium,Monthly,2026-05-02,Forgot to cancel trial,61.45,2519,90,1,ekaja,India,Delhi,Female,2008-08-02 11:31:26,,,,
0686-BUZOU,2023-03-11,Organic,2023-04-10,Basic,Monthly,,,7.98,359,54,0,shivansh,India,Uttar Pradesh,Male,1969-12-16 11:31:26,2025-12-05,N,67.0,1.0
8338-YFTHD,2021-09-22,Refferal,2022-09-22,Premium,Annual,2022-10-30,Switched to competitor,21.24,467,89,1,mugdha,India,Meghalaya,Female,1983-08-11 11:31:26,2024-09-06,Y,37.0,1.0
4786-QTLPV,2025-06-09,Refferal,2026-06-09,Standard,Annual,2026-01-02,Too expensive,14.63,1009,96,1,jack,Nepal,Kathmandu,Male,1959-03-19 11:31:26,,,,
4613-XYMUU,2023-01-02,Refferal,2023-02-01,Basic,Monthly,2025-10-21,Not enough content,6.49,545,90,1,oliver,India,Telangana,Male,1998-10-07 11:31:26,2025-12-06,N,83.0,2.0
2458-IPEBI,2023-06-07,Organic,2024-06-06,Premium,Annual,,,19.95,1356,63,0,omisha,India,Delhi,Female,1985-11-04 11:31:26,2025-12-20,N,51.0,1.0
0705-NQPIZ,2023-04-09,Organic,2023-05-09,Basic,Monthly,2024-01-08,Poor streaming quality,8.23,353,75,1,tristan,India,Meghalaya,Male,1961-02-22 11:31:26,2025-10-09,N,68.0,1.0
3780-RIQWR,2021-08-16,Refferal,2022-08-16,Basic,Annual,,,9.43,235,50,0,michael,India,Uttar Pradesh,Male,1969-06-03 11:31:26,,,,
6062-MBNWV,2021-12-10,Organic,2022-01-09,Standard,Monthly,2024-10-20,Forgot to cancel trial,15.27,519,96,1,leena,India,Telangana,Female,1980-05-11 11:31:26,2025-05-19,N,68.0,1.0
4834-SFFHA,2025-01-23,Paid,2026-01-23,Standard,Annual,,,16.12,983,63,0,mitali,Nepal,Kathmandu,Female,1963-12-26 11:31:26,,,,
0547-TPPPZ,2021-06-28,Organic,2022-06-28,Basic,Annual,,,8.78,526,24,0,arjun,India,Nagaland,Male,1974-04-03 11:31:26,2025-03-16,N,53.0,1.0
2240-ANJOH,2024-03-12,Paid,2025-03-12,Standard,Annual,,,12.12,327,19,0,fiyaz,India,Delhi,Male,1989-11-04 11:31:26,2024-12-16,Y,33.0,1.0
7428-PNFAL,2021-09-07,Refferal,2021-10-07,Standard,Monthly,2024-02-20,Too expensive,16.56,612,73,1,mekhala,India,Telangana,Female,1965-08-28 11:31:26,2024-12-27,N,89.0,1.0
5250-FMIVY,2021-07-25,Paid,2022-07-25,Standard,Annual,,,12.87,733,57,0,faraj,India,Delhi,Male,1970-11-29 11:31:26,,,,
8733-FABDM,2020-11-15,Paid,2021-11-15,Basic,Annual,,,9.65,183,48,0,devika,Nepal,Kathmandu,Female,1990-01-21 11:31:26,,,,
7107-ICHDN,2023-12-10,Organic,2024-01-09,Premium,Monthly,,,64.61,2584,42,0,nathan,India,Nagaland,Male,1981-08-31 11:31:26,,,,
2469-AJCZJ,2022-02-18,Refferal,2022-03-20,Standard,Monthly,,,11.66,932,56,0,urvi,India,Meghalaya,Female,1973-08-14 11:31:26,2025-01-02,N,68.0,1.0
8068-XFZQA,2024-06-18,Refferal,2025-06-18,Standard,Annual,,,12.79,1125,32,0,anay,India,Maharashtra,Male,1966-03-22 11:31:26,,,,
7158-EWXGH,2021-06-27,Paid,2021-07-27,Standard,Monthly,2022-10-24,Forgot to cancel trial,13.12,432,86,1,orinder,India,Maharashtra,Male,1983-09-15 11:31:26,,,,
9147-CKGLC,2023-09-28,Paid,2024-09-27,Standard,Annual,,,14.19,964,16,0,vanya,India,Maharashtra,Female,1969-07-25 11:31:26,,,,
8896-LBYEN,2023-09-15,Paid,2024-09-14,Standard,Annual,2024-10-03,Not enough content,13.27,809,87,1,finn,India,Uttar Pradesh,Male,1980-02-26 11:31:26,,,,
2711-GSDNN,2025-12-05,Refferal,2026-01-04,Standard,Monthly,,,14.8,296,40,0,divya,India,Maharashtra,Female,1965-01-08 11:31:26,,,,
4588-MCWXU,2025-12-28,Refferal,2026-12-28,Standard,Annual,,,13.44,954,15,0,tanmayi,Nepal,Kathmandu,Female,1969-08-17 11:31:26,,,,
4050-METIT,2026-02-01,Paid,2026-03-03,Basic,Monthly,2026-06-11,Not enough content,8.65,752,74,1,eta,India,Meghalaya,Female,1967-06-04 11:31:26,2026-06-30,N,62.0,1.0
7025-KDQSQ,2020-08-30,Paid,2020-09-29,Basic,Monthly,2022-10-14,Switched to competitor,8.32,640,83,1,garima,India,Delhi,Female,1996-11-10 11:31:26,,,,
3717-MRFHU,2022-07-17,Paid,2022-08-16,Standard,Monthly,,,16.92,795,13,0,zehaan,India,Uttar Pradesh,Male,1965-06-27 11:31:26,,,,
8835-YKDBE,2023-05-13,Paid,2024-05-12,Standard,Annual,,,11.85,628,5,0,manbir,India,Uttar Pradesh,Male,1980-05-22 11:31:26,2026-07-12,N,87.0,2.0
6408-HUPFF,2025-03-27,Paid,2026-03-27,Basic,Annual,,,7.81,273,62,0,ethan,India,Telangana,Male,1966-02-15 11:31:26,2026-02-04,Y,23.0,1.0
1511-KLEDS,2022-08-02,Paid,2023-08-02,Standard,Annual,2025-02-08,Poor streaming quality,12.67,1140,95,1,vaishnavi,India,Uttar Pradesh,Female,1981-07-14 11:31:26,,,,
9800-CLLDV,2024-11-04,Organic,2024-12-04,Standard,Monthly,,,15.24,1310,40,0,dayita,India,Maharashtra,Female,1976-06-29 11:31:26,,,,
7764-NTRJK,2021-06-09,Organic,2022-06-09,Premium,Annual,,,50.82,1067,25,0,anusha,India,Uttar Pradesh,Female,1965-12-21 11:31:26,,,,
7573-FHXNU,2022-05-29,Refferal,2022-06-28,Standard,Monthly,,,14.87,401,27,0,devika,India,Uttar Pradesh,Female,1980-02-08 11:31:26,,,,
2526-XSPBL,2024-03-09,Paid,2024-04-08,Premium,Monthly,,,50.07,3104,11,0,suhani,India,Telangana,Female,1991-01-27 11:31:26,,,,
6603-AULJG,2023-03-15,Paid,2023-04-14,Basic,Monthly,2025-11-14,Forgot to cancel trial,9.17,146,85,1,januja,India,Nagaland,Female,1977-06-13 11:31:26,,,,
9514-RSNKX,2022-07-07,Refferal,2023-07-07,Basic,Annual,,,6.09,322,21,0,chakradhar,India,Karnataka,Male,1980-02-06 11:31:26,,,,
7096-CSIMV,2023-12-29,Refferal,2024-01-28,Basic,Monthly,2025-12-02,Forgot to cancel trial,6.79,325,70,1,indali,India,Delhi,Female,1988-07-10 11:31:26,,,,
1939-EKPLT,2025-02-16,Paid,2025-03-18,Standard,Monthly,,,11.32,826,4,0,janya,India,Uttar Pradesh,Female,1983-04-15 11:31:26,,,,
5274-HETDG,2021-10-06,Paid,2022-10-06,Premium,Annual,,,81.06,6809,5,0,maya,India,Delhi,Female,1993-09-22 11:31:26,,,,
1875-SBYXO,2023-09-25,Paid,2023-10-25,Standard,Monthly,2025-09-12,Not enough content,11.77,447,74,1,benjamin,India,Maharashtra,Male,,2025-07-12,Y,18.0,1.0
6576-EQDWA,2026-04-01,Paid,2027-04-01,Standard,Annual,,,12.97,830,23,0,chameli,India,Maharashtra,Female,1966-03-10 11:31:26,2025-06-05,Y,19.0,1.0
5301-APWKN,2022-06-19,Organic,2022-07-19,Premium,Monthly,,,40.44,2466,63,0,yatan,India,Uttar Pradesh,Male,1973-11-16 11:31:26,,,,
4751-LPPZK,2026-01-23,Refferal,2026-02-22,Premium,Monthly,2026-05-26,Not enough content,55.11,3802,87,1,yashodhara,India,Karnataka,Female,1968-03-22 11:31:26,,,,
0884-WKNNN,2022-12-03,Paid,2023-12-03,Basic,Annual,2025-10-21,Forgot to cancel trial,8.16,473,76,1,pranit,India,Karnataka,Male,1998-01-04 11:31:26,,,,
4123-YZPQB,2022-10-06,Paid,2022-11-05,Basic,Monthly,,,6.65,452,49,0,tanay,India,Uttar Pradesh,Male,,,,,
5118-QDAGD,2020-09-15,Paid,2021-09-15,Premium,Annual,,,88.39,2032,42,0,quincy,India,Maharashtra,Male,2006-03-04 11:31:26,2025-04-30,N,54.0,2.0
5158-WMEIS,2025-08-31,Refferal,2026-08-31,Premium,Annual,,,60.92,4020,10,0,udant,India,Telangana,Male,1973-09-21 11:31:26,,,,
0794-FQFAT,2021-11-16,Paid,2022-11-16,Basic,Annual,2022-12-08,Poor streaming quality,9.23,359,92,1,caleb,Nepal,Kathmandu,Male,1996-12-18 11:31:26,,,,
1684-UVYXO,2024-11-25,Refferal,2024-12-25,Basic,Monthly,,,6.11,122,16,0,vamakshi,India,Delhi,Female,1974-10-27 11:31:26,,,,
8425-KAEHA,2025-04-04,Paid,2026-04-04,Basic,Annual,,,8.14,634,42,0,sarthak,India,Meghalaya,Male,1969-02-01 11:31:26,,,,
1957-JWQEN,2021-07-30,Paid,2021-08-29,Basic,Monthly,2023-11-28,Forgot to cancel trial,6.37,375,99,1,mitali,India,Meghalaya,Female,1996-04-06 11:31:26,2026-06-08,N,71.0,2.0
6516-WIVMO,2021-06-10,Refferal,2022-06-10,Premium,Annual,2022-09-03,Forgot to cancel trial,81.14,4543,90,1,sarthak,India,Karnataka,Male,1963-03-16 11:31:26,2025-10-24,N,72.0,1.0
5823-BNIOX,2021-06-18,Paid,2021-07-18,Premium,Monthly,,,63.45,5329,58,0,caleb,India,Maharashtra,Male,1961-03-14 11:31:26,,,,
4586-VKDKT,2023-05-14,Refferal,2024-05-13,Basic,Annual,,,9.17,192,37,0,max,India,Meghalaya,Male,1968-08-05 11:31:26,,,,
8240-WIAZF,2021-01-06,Refferal,2022-01-06,Standard,Annual,,,15.22,1095,40,0,oliver,India,Uttar Pradesh,Male,1987-09-12 11:31:26,,,,
3675-DFGSN,2021-02-22,Refferal,2021-03-24,Premium,Monthly,,,26.4,1478,22,0,raghav,India,Maharashtra,Male,1963-10-09 11:31:26,,,,
5079-QNJDH,2024-04-23,Organic,2024-05-23,Premium,Monthly,2026-02-01,Not enough content,61.53,1661,92,1,samarth,India,Karnataka,Male,2004-08-06 11:31:26,2025-03-08,N,78.0,2.0
3986-QYUAH,2024-09-20,Refferal,2025-09-20,Premium,Annual,2025-10-13,Switched to competitor,41.27,1031,75,1,vedhika,India,Uttar Pradesh,Female,1994-10-17 11:31:26,,,,
4116-GXNLW,2021-10-13,Organic,2021-11-12,Standard,Monthly,2024-09-01,Not enough content,14.4,561,72,1,ekapad,India,Telangana,Male,2001-09-08 11:31:26,,,,
9480-RANYV,2022-04-20,Refferal,2022-05-20,Premium,Monthly,2024-07-11,Poor streaming quality,35.12,2914,94,1,rayaan,India,Karnataka,Male,1998-10-26 11:31:26,2025-08-14,N,74.0,1.0
5469-UNNED,2025-06-08,Paid,2026-06-08,Basic,Annual,,,6.84,321,58,0,nidhi,India,Telangana,Female,1995-06-07 11:31:26,,,,
2698-PQGDY,2023-06-24,Organic,2024-06-23,Basic,Annual,,,7.0,469,42,0,nidra,Nepal,Kathmandu,Female,1982-07-30 11:31:26,2026-02-12,N,77.0,1.0
1552-FZQNT,2020-10-16,Paid,2021-10-16,Standard,Annual,2022-06-14,Too expensive,12.77,868,80,1,isaac,India,Maharashtra,Male,1991-11-06 11:31:26,2024-08-22,N,53.0,1.0
4864-GWAEM,2022-05-13,Paid,2023-05-13,Premium,Annual,,,57.66,3632,53,0,lekha,India,Maharashtra,Female,1988-09-16 11:31:26,,,,
3674-MSXEU,2021-05-08,Paid,2022-05-08,Basic,Annual,,,9.13,301,30,0,vrishti,India,Uttar Pradesh,Female,1963-02-27 11:31:26,,,,
2612-HSPVM,2023-01-14,Paid,2024-01-14,Premium,Annual,,,31.3,813,49,0,mitali,India,Meghalaya,Female,2001-12-29 11:31:26,2026-01-05,Y,20.0,2.0
6434-NGBJE,2020-10-19,Organic,2021-10-19,Premium,Annual,,,49.44,889,24,0,jason,India,Telangana,Male,1991-10-28 11:31:26,2026-03-03,Y,10.0,1.0
8211-KTMMC,2026-05-10,Organic,2026-06-09,Premium,Monthly,2026-07-24,Forgot to cancel trial,75.61,6804,80,1,yatin,Nepal,Kathmandu,Male,1970-03-25 11:31:26,,,,
2254-YIWJY,2024-01-30,Organic,2024-02-29,Basic,Monthly,2026-07-03,Switched to competitor,6.54,143,78,1,bahadurjit,India,Meghalaya,Male,2007-06-15 11:31:26,,,,
1436-TYTQT,2023-12-24,Organic,2024-01-23,Premium,Monthly,,,43.26,1514,12,0,radhika,India,Maharashtra,Female,2007-09-18 11:31:26,,,,
8013-BCKTK,2025-08-18,Paid,2025-09-17,Premium,Monthly,2026-05-06,Forgot to cancel trial,67.27,1950,94,1,urmi,India,Delhi,Female,1965-02-03 11:31:26,,,,
5993-ZROEJ,2026-03-28,Organic,2027-03-28,Standard,Annual,,,14.53,639,6,0,wazir,India,Rajasthan,Male,1976-06-17 11:31:26,2026-04-11,N,79.0,1.0
4394-VULZB,2023-08-02,Paid,2023-09-01,Premium,Monthly,,,45.74,3110,4,0,ridhi,India,Telangana,Female,1963-08-10 11:31:26,,,,
1247-MORQW,2025-07-01,Paid,2026-07-01,Premium,Annual,,,71.44,5572,15,0,abhiram,India,Uttar Pradesh,Male,1997-04-12 11:31:26,2024-12-18,N,77.0,2.0
6110-UUCHJ,2023-04-16,Refferal,2023-05-16,Premium,Monthly,2025-01-11,Not enough content,68.08,5037,98,1,nathaniel,India,Meghalaya,Male,2006-04-19 11:31:26,,,,
5689-YVSUF,2022-09-10,Paid,2023-09-10,Standard,Annual,2024-01-02,Too expensive,13.54,1029,97,1,ekanta,India,Telangana,Female,2008-07-20 11:31:26,,,,
3532-PCSUH,2022-03-16,Paid,2022-04-15,Basic,Monthly,,,7.99,607,25,0,avi,India,Uttar Pradesh,Male,1998-04-19 11:31:26,,,,
4361-BLZOQ,2024-04-18,Refferal,2025-04-18,Standard,Annual,2024-08-14,Poor streaming quality,13.46,511,83,1,shaurya,India,Rajasthan,Male,2000-03-27 11:31:26,,,,
6876-YEUUN,2020-12-01,Refferal,2021-12-01,Premium,Annual,,,56.74,4482,63,0,pranav,India,Nagaland,Male,1972-08-19 11:31:26,2025-03-22,Y,23.0,1.0
7352-ELZZP,2023-08-05,Organic,2024-08-04,Basic,Annual,,,8.98,224,59,0,brinda,India,Uttar Pradesh,Female,1958-01-08 11:31:26,,,,
4516-KMCBL,2025-01-12,Paid,2025-02-11,Premium,Monthly,2025-08-01,Too expensive,48.0,1632,97,1,hemani,India,Delhi,Female,1974-08-25 11:31:26,2025-11-01,Y,34.0,1.0
5676-SQMLQ,2023-10-06,Paid,2024-10-05,Basic,Annual,,,9.71,223,62,0,fiyaz,India,Maharashtra,Male,1956-11-29 11:31:26,,,,
4597-VLNMU,2025-05-23,Refferal,2025-06-22,Standard,Monthly,,,12.58,817,54,0,nisha,Nepal,Kathmandu,Female,1991-06-24 11:31:26,2026-01-03,Y,33.0,1.0
1573-KKORV,2022-03-14,Paid,2023-03-14,Standard,Annual,,,11.16,680,4,0,matthew,India,Delhi,Male,1970-06-04 11:31:26,,,,
6241-VPGOX,2021-03-10,Organic,2022-03-10,Premium,Annual,2022-12-23,Not enough content,69.78,2023,91,1,pratyush,India,Meghalaya,Male,2006-10-17 11:31:26,,,,
6045-JWCZK,2025-05-15,Paid,2026-05-15,Premium,Annual,,,20.98,1363,24,0,qushi,India,Nagaland,Female,1972-11-20 11:31:26,,,,
8229-SZLJM,2021-06-04,Paid,2022-06-04,Standard,Annual,,,14.75,1106,56,0,abha,India,Karnataka,Female,1976-10-25 11:31:26,2026-03-13,Y,11.0,2.0
9197-JBJMC,2022-08-05,Refferal,2023-08-05,Premium,Annual,2025-07-12,Not enough content,43.14,1294,71,1,samesh,India,Telangana,Male,1993-07-27 11:31:26,2026-06-17,N,87.0,1.0
3059-EGEWG,2021-11-21,Refferal,2021-12-21,Standard,Monthly,,,14.54,727,55,0,charan,India,Telangana,Male,1964-05-18 11:31:26,,,,
1079-OTOJW,2021-11-28,Paid,2022-11-28,Premium,Annual,2024-11-26,Switched to competitor,76.48,6500,83,1,zayan,India,Nagaland,Male,1963-05-11 11:31:26,2026-06-07,N,62.0,2.0
8491-SLFZE,2025-07-02,Refferal,2026-07-02,Premium,Annual,,,54.93,4833,13,0,zansi,India,Rajasthan,Female,1976-09-19 11:31:26,,,,
4289-STYPT,2023-01-14,Refferal,2024-01-14,Premium,Annual,2025-09-27,Too expensive,72.29,5638,71,1,deepa,India,Karnataka,Female,1969-07-20 11:31:26,2026-06-21,Y,35.0,1.0
2654-CNAFE,2025-05-06,Organic,2025-06-05,Basic,Monthly,,,9.36,430,8,0,dalbir,India,Karnataka,Male,1976-12-29 11:31:26,,,,
8456-PFMGF,2023-05-24,Organic,2023-06-23,Premium,Monthly,,,40.69,2685,35,0,adweta,India,Uttar Pradesh,Female,2004-02-27 11:31:26,,,,
9625-ATMRL,2024-08-11,Refferal,2024-09-10,Standard,Monthly,,,16.8,655,61,0,nimrat,India,Uttar Pradesh,Female,1959-10-11 11:31:26,,,,
5052-YFWLQ,2025-05-02,Refferal,2026-05-02,Standard,Annual,,,12.55,1079,44,0,ekiya,India,Rajasthan,Female,1967-08-01 11:31:26,,,,
5940-UXAND,2025-01-10,Paid,2025-02-09,Premium,Monthly,,,76.95,5001,47,0,yutika,India,Maharashtra,Female,1997-05-03 11:31:26,2025-04-28,N,71.0,1.0
8124-ZIYTO,2020-10-20,Paid,2020-11-19,Standard,Monthly,,,16.51,561,10,0,max,India,Nagaland,Male,1968-04-17 11:31:26,,,,
8523-OUGZK,2021-11-30,Paid,2021-12-30,Premium,Monthly,,,47.11,800,34,0,dhriti,India,Telangana,Female,1964-08-28 11:31:26,2026-05-09,Y,13.0,1.0
6172-HOETJ,2024-08-04,Refferal,2024-09-03,Basic,Monthly,,,6.64,491,10,0,ekavir,Nepal,Kathmandu,Male,1981-01-22 11:31:26,,,,
1020-JXQHZ,2021-05-11,Paid,2022-05-11,Standard,Annual,,,12.63,770,61,0,nikita,Nepal,Kathmandu,Female,1999-09-08 11:31:26,,,,
1858-GFXYT,2026-04-12,Paid,2027-04-12,Premium,Annual,,,56.73,4254,33,0,dhruv,India,Delhi,Male,1981-06-08 11:31:26,,,,
0877-IYZWN,2024-08-10,Organic,2024-09-09,Premium,Monthly,,,34.34,2781,19,0,unnati,India,Uttar Pradesh,Female,1990-05-31 11:31:26,2026-03-17,Y,23.0,1.0
6577-HJGVA,2020-09-29,Refferal,2021-09-29,Premium,Annual,,,59.49,4997,34,0,balvan,India,Meghalaya,Male,1976-02-19 11:31:26,2025-08-09,N,62.0,1.0
2693-AAJLQ,2020-11-18,Paid,2021-11-18,Premium,Annual,,,84.31,5901,46,0,upasna,India,Nagaland,Female,1967-09-24 11:31:26,2024-11-07,N,71.0,1.0
0525-UJXNI,2023-05-03,Paid,2024-05-02,Premium,Annual,2026-04-30,Not enough content,39.99,2399,83,1,ayushman,India,Uttar Pradesh,Male,1959-11-25 11:31:26,,,,
3662-VFKWR,2020-11-19,Organic,2020-12-19,Standard,Monthly,,,14.34,659,4,0,jonathan,Nepal,Kathmandu,Male,1965-01-03 11:31:26,,,,
5284-BECAX,2024-06-22,Paid,2024-07-22,Premium,Monthly,,,73.56,5884,36,0,nidhi,India,Telangana,Female,1986-07-19 11:31:26,2026-02-23,Y,30.0,1.0
4486-IEIKF,2025-12-05,Refferal,2026-12-05,Premium,Annual,2026-06-04,Too expensive,78.91,4813,77,1,david,India,Nagaland,Male,1957-07-28 11:31:26,,,,
0765-ZXQUU,2024-01-06,Paid,2024-02-05,Standard,Monthly,2025-02-19,Not enough content,13.96,949,96,1,harshil,India,Maharashtra,Male,1968-11-22 11:31:26,2025-01-14,Y,11.0,1.0
3861-QMTLJ,2020-10-21,Refferal,2021-10-21,Premium,Annual,,,71.17,4554,5,0,pushti,India,Nagaland,Female,1988-03-22 11:31:26,2024-12-05,N,86.0,1.0
